N,tau,A1,M1_fwd,M1_bwd,S1,band_mean,band_std,A2a,M2a_fwd,M2a_bwd,S2a,A2b,M2b_fwd,M2b_bwd,S2b,S2b_input,included
4,2.0000000000000013,-0.0013708867331641839,0.04089090782239015,0.04226179455555434,0.9555867320094948,0.0024689808474485735,0.008407214024716652,0.0027121335674205327,0.044973928122954414,0.04226179455553388,1.0998515444631085,-0.008675569454151773,0.033586225101402564,0.04226179455555434,0.8213616886982429,0.6859221659341656,True
4,2.0500000000000016,-0.0014152948562077688,0.04079772396896314,0.04221301882517091,0.9534091023427939,0.0025272316790832684,0.008586068270432954,0.003148590197134482,0.045361609022284054,0.04221301882514957,1.111866168239995,-0.008703331370978569,0.03350968745419234,0.04221301882517091,0.8213616886982428,0.6595960635991971,True
4,2.1000000000000014,-0.0014599561007881678,0.040703139189804755,0.04216309529059292,0.9511987341991863,0.0025852002884739797,0.008762629325863677,0.0036587257188839747,0.045821821009454686,0.04216309529057071,1.1257564384845298,-0.010379148429261763,0.03178394686133116,0.04216309529059292,0.7808721266710638,0.6323988066621498,True
4,2.1500000000000012,-0.0015048623289705548,0.04060721662278838,0.04211207895175893,0.9489571030586091,0.0026428702010244352,0.008936821728678693,0.0042375404990683055,0.04634961945080416,0.042112078951735854,1.1414133571714247,-0.010403035349329598,0.031709043602429335,0.04211207895175893,0.7808721266710639,0.6044356870232332,True
4,2.2000000000000015,-0.0015500042302250064,0.04051002064038719,0.042060024870612195,0.9466857132525763,0.002700225848738417,0.009108567351706235,0.004876922649752188,0.046936947520340326,0.04206002487058814,1.158650298823736,-0.012260640202667102,0.029799384667945093,0.042060024870612195,0.7356052699276105,0.5758243017542617,True
4,2.2500000000000018,-0.0015953713088056667,0.040411616776925875,0.04200698808573154,0.9443860962641119,0.0027572268589456887,0.009277766241680106,0.005565705008169372,0.04757269309387595,0.042006988085706576,1.1772034105064286,-0.012279989818329829,0.029726998267401713,0.04200698808573154,0.7356052699276105,0.5466935468580492,True
4,2.3000000000000016,-0.0016409518732516948,0.04031207165348557,0.041953023526737264,0.9420598089728397,0.0028137241382663668,0.009444249259087543,0.0062898597987502206,0.048242883325461526,0.041953023526711306,1.1967354032347335,-0.014302080024885158,0.027650943501852106,0.041953023526737264,0.6859221659341657,0.5171823171073291,True
4,2.3500000000000014,-0.0016867330281084836,0.04021145290051448,0.04189818592862296,0.9397084318464589,0.002869681530344449,0.009607912883861584,0.007032814941268506,0.04893100086986456,0.04189818592859605,1.2168424003709282,-0.014316259059742382,0.027581926868880578,0.04189818592862296,0.6859221659341657,0.4874379187140625,True
4,2.4000000000000017,-0.001732700667966186,0.04010982907820479,0.041842529746170976,0.9373335670800167,0.002925091097237761,0.009768661519104039,0.0077758693059860745,0.04961839905212915,0.041842529746143074,1.2370633381504785,-0.01647712170169147,0.025365408044479506,0.041842529746170976,0.6323988066621499,0.4576142113266041,True
4,2.450000000000002,-0.0017788394739096172,0.04000726959470235,0.041786109068611965,0.9349368366845371,0.002979893703195104,0.009926377629445165,0.008498681703185539,0.05028479077176853,0.04178610906858299,1.2568913420281773,-0.01648555951911129,0.025300549549500676,0.041786109068611965,0.6323988066621499,0.42786950614308805,True
4,2.5000000000000018,-0.001825132912471758,0.039903844622222934,0.04172897753469469,0.9325198805267269,0.0030338753287342548,0.01008096830937084,0.009179809460205031,0.050908786994869726,0.041728977534664695,1.2757865182373431,-0.018751374067792606,0.022977603466902086,0.04172897753469469,0.575824301754262,0.3983642573706868,True
4,2.5500000000000016,-0.001871563237179151,0.039799625011156324,0.041671188248335475,0.930084354321659,0.0030869757670399837,0.010232323002808403,0.009797275942057815,0.05146846419036224,0.041671188248304424,1.2931896764337603,-0.018753596966204922,0.022917591282130553,0.041671188248335475,0.575824301754262,0.36925859439114944,True
4,2.600000000000002,-0.0019181114927726284,0.03969468220224737,0.041612793695019995,0.9276319275805169,0.0031395155464712557,0.010380274777172144,0.010329151041212549,0.0519419447362004,0.041612793694987854,1.3085366062776953,-0.021083405976822633,0.020529387718197362,0.041612793695019995,0.5171823171073294,0.34070975130234665,True
